timestamp,t_agua_entrada_C,t_agua_saida_C,vazao_agua_m3h,corrente_compressor_A,pressao_evap_bar
2026-07-06 14:14:02,12.09,7.01,148.7,178.8,3.54
2026-07-06 14:14:03,12.06,6.86,150.2,183.4,3.61
2026-07-06 14:14:04,12.18,7.08,152.3,188.0,3.54
2026-07-06 14:14:05,12.22,6.88,148.6,188.9,3.56
2026-07-06 14:14:06,12.01,6.97,150.5,184.5,3.5
2026-07-06 14:14:07,11.92,7.12,149.4,178.8,3.49
2026-07-06 14:14:08,12.16,7.07,148.5,183.8,3.5
2026-07-06 14:14:09,11.87,6.97,150.6,181.3,3.44
2026-07-06 14:14:10,12.03,6.89,148.1,184.4,3.46
2026-07-06 14:14:11,12.09,7.0,150.9,184.0,3.49
2026-07-06 14:14:12,11.93,7.06,150.6,182.6,3.5
2026-07-06 14:14:13,11.92,7.02,148.1,180.2,3.47
2026-07-06 14:14:14,12.04,6.96,150.1,185.5,3.39
2026-07-06 14:14:15,12.05,6.83,150.7,190.7,3.55
2026-07-06 14:14:16,12.15,6.92,151.0,186.3,3.44
2026-07-06 14:14:17,12.37,6.98,151.5,191.1,3.54
2026-07-06 14:14:18,11.81,6.97,151.0,181.3,3.52
2026-07-06 14:14:19,12.38,6.85,149.8,188.0,3.5
2026-07-06 14:14:20,12.06,7.0,150.6,184.7,3.5
2026-07-06 14:14:21,11.72,6.85,151.6,180.2,3.53
2026-07-06 14:14:22,12.2,7.11,149.0,182.5,3.46
2026-07-06 14:14:23,11.95,7.04,150.3,184.4,3.43
2026-07-06 14:14:24,11.86,7.09,149.2,179.8,3.55
2026-07-06 14:14:25,11.89,6.94,149.8,182.8,3.58
2026-07-06 14:14:26,11.94,7.05,148.7,179.2,3.47
2026-07-06 14:14:27,12.14,6.83,148.4,186.8,3.58
2026-07-06 14:14:28,11.89,7.02,150.2,181.6,3.58
2026-07-06 14:14:29,11.85,6.97,147.9,178.3,3.47
2026-07-06 14:14:30,12.02,6.98,151.3,184.3,3.46
2026-07-06 14:14:31,11.91,6.83,149.9,184.0,3.51
2026-07-06 14:14:32,11.92,6.95,149.5,180.4,3.53
2026-07-06 14:14:33,11.88,6.92,147.8,181.4,3.6
2026-07-06 14:14:34,12.18,7.07,150.0,184.6,3.44
2026-07-06 14:14:35,12.09,6.9,150.2,185.2,3.44
2026-07-06 14:14:36,12.07,6.94,151.0,184.6,3.5
2026-07-06 14:14:37,12.07,7.04,148.1,183.1,3.49
2026-07-06 14:14:38,11.83,7.07,149.5,175.9,3.43
2026-07-06 14:14:39,11.83,7.11,150.9,176.2,3.52
2026-07-06 14:14:40,12.03,6.91,150.9,181.3,3.46
2026-07-06 14:14:41,12.21,6.92,151.4,186.7,3.44
2026-07-06 14:14:42,11.91,7.08,150.9,180.3,3.54
2026-07-06 14:14:43,12.28,7.04,150.8,186.8,3.5
2026-07-06 14:14:44,11.72,6.85,149.0,179.1,3.5
2026-07-06 14:14:45,12.15,6.83,149.7,190.2,3.49
2026-07-06 14:14:46,11.98,6.88,150.6,183.8,3.53
2026-07-06 14:14:47,11.86,6.8,149.7,183.6,3.49
2026-07-06 14:14:48,12.01,6.96,150.4,183.9,3.55
2026-07-06 14:14:49,11.79,7.05,152.1,178.3,3.44
2026-07-06 14:14:50,11.92,6.89,149.4,183.4,3.58
2026-07-06 14:14:51,11.9,6.88,152.3,182.9,3.41
2026-07-06 14:14:52,12.1,6.83,149.3,186.3,3.54
2026-07-06 14:14:53,12.07,6.93,150.2,183.6,3.56
2026-07-06 14:14:54,12.11,6.99,148.6,185.2,3.41
2026-07-06 14:14:55,12.09,7.09,149.0,181.9,3.55
2026-07-06 14:14:56,11.85,7.15,150.0,179.0,3.51
2026-07-06 14:14:57,11.94,6.96,147.8,182.5,3.52
2026-07-06 14:14:58,12.15,7.1,149.4,184.7,3.51
2026-07-06 14:14:59,12.0,6.81,149.2,186.7,3.52
2026-07-06 14:15:00,12.07,7.21,151.0,180.9,3.45
2026-07-06 14:15:01,11.99,7.07,148.9,180.4,3.54
2026-07-06 14:15:02,12.02,6.92,150.4,186.3,3.51
2026-07-06 14:15:03,11.78,7.01,151.5,179.9,3.61
2026-07-06 14:15:04,12.19,6.99,149.9,184.5,3.5
2026-07-06 14:15:05,12.03,6.98,149.2,180.0,3.48
2026-07-06 14:15:06,12.03,7.04,150.2,180.4,3.51
2026-07-06 14:15:07,12.05,6.95,151.5,183.9,3.49
2026-07-06 14:15:08,12.14,6.98,150.5,186.2,3.49
2026-07-06 14:15:09,12.0,6.93,152.4,183.9,3.52
2026-07-06 14:15:10,12.11,6.96,149.9,183.0,3.42
2026-07-06 14:15:11,12.18,6.95,150.8,187.5,3.46
2026-07-06 14:15:12,11.67,7.09,148.6,176.1,3.45
2026-07-06 14:15:13,11.77,6.92,150.2,180.2,3.5
2026-07-06 14:15:14,12.07,6.94,148.7,182.5,3.45
2026-07-06 14:15:15,11.86,6.98,149.6,180.1,3.39
2026-07-06 14:15:16,12.11,7.14,151.1,181.7,3.45
2026-07-06 14:15:17,12.02,6.98,148.7,182.9,3.51
2026-07-06 14:15:18,11.86,7.03,150.1,181.0,3.46
2026-07-06 14:15:19,11.96,6.83,149.4,184.0,3.47
2026-07-06 14:15:20,12.07,7.09,149.0,183.2,3.52
2026-07-06 14:15:21,12.09,6.85,149.1,185.3,3.49
2026-07-06 14:15:22,12.04,7.03,150.9,183.4,3.52
2026-07-06 14:15:23,12.0,6.96,151.3,181.5,3.55
2026-07-06 14:15:24,12.22,6.97,150.0,186.5,3.46
2026-07-06 14:15:25,11.97,6.91,150.1,185.6,3.49
2026-07-06 14:15:26,11.89,7.04,151.1,179.0,3.54
2026-07-06 14:15:27,12.1,7.08,151.2,185.1,3.43
2026-07-06 14:15:28,11.85,6.91,148.5,183.0,3.49
2026-07-06 14:15:29,12.03,6.88,151.2,186.4,3.56
2026-07-06 14:15:30,12.25,6.85,149.9,186.4,3.53
2026-07-06 14:15:31,11.79,7.0,148.3,181.1,3.44
2026-07-06 14:15:32,11.91,6.88,152.8,186.4,3.64
2026-07-06 14:15:33,12.2,6.97,150.6,187.6,3.56
2026-07-06 14:15:34,12.39,7.03,147.8,187.1,3.47
2026-07-06 14:15:35,11.69,6.74,149.6,183.1,3.52
2026-07-06 14:15:36,11.94,6.94,151.5,181.1,3.42
2026-07-06 14:15:37,11.84,6.97,149.8,180.6,3.5
2026-07-06 14:15:38,11.88,7.02,148.0,177.9,3.53
2026-07-06 14:15:39,12.11,7.06,150.7,184.4,3.52
2026-07-06 14:15:40,11.83,6.97,150.3,180.0,3.55
2026-07-06 14:15:41,11.87,7.02,150.2,182.9,3.41
2026-07-06 14:15:42,12.15,7.23,150.1,180.0,3.48
2026-07-06 14:15:43,11.84,7.07,149.5,179.8,3.46
2026-07-06 14:15:44,11.98,7.11,149.7,179.4,3.51
2026-07-06 14:15:45,11.98,7.08,151.7,181.9,3.45
2026-07-06 14:15:46,12.31,6.92,152.9,190.7,3.63
2026-07-06 14:15:47,11.95,6.95,149.6,181.6,3.49
2026-07-06 14:15:48,12.15,6.98,150.1,186.3,3.53
2026-07-06 14:15:49,12.2,6.94,150.1,192.2,3.4
2026-07-06 14:15:50,11.86,6.87,149.7,182.5,3.54
2026-07-06 14:15:51,12.04,6.95,150.9,182.9,3.48
2026-07-06 14:15:52,12.02,7.02,148.9,180.4,3.5
2026-07-06 14:15:53,11.96,7.12,150.5,179.8,3.51
2026-07-06 14:15:54,12.14,6.95,153.0,187.1,3.51
2026-07-06 14:15:55,12.32,6.94,150.7,188.9,3.48
2026-07-06 14:15:56,12.05,6.92,149.1,184.8,3.41
2026-07-06 14:15:57,12.24,7.07,150.2,185.8,3.47
2026-07-06 14:15:58,11.99,7.08,150.7,180.3,3.42
2026-07-06 14:15:59,12.03,7.03,150.8,181.7,3.59
2026-07-06 14:16:00,12.02,6.96,151.3,184.5,3.44
2026-07-06 14:16:01,12.12,6.9,148.3,185.8,3.48
2026-07-06 14:16:02,11.9,6.86,150.4,184.2,3.45
2026-07-06 14:16:03,12.01,7.16,152.6,179.9,3.53
2026-07-06 14:16:04,11.93,7.06,150.9,181.0,3.54
2026-07-06 14:16:05,12.07,6.97,149.7,183.7,3.45
2026-07-06 14:16:06,11.95,7.09,150.9,180.7,3.6
2026-07-06 14:16:07,11.93,6.93,151.0,184.1,3.59
2026-07-06 14:16:08,12.0,7.04,151.2,182.3,3.57
2026-07-06 14:16:09,11.96,6.86,149.9,184.5,3.51
2026-07-06 14:16:10,12.01,7.18,149.0,178.6,3.5
2026-07-06 14:16:11,11.75,7.05,151.3,176.2,3.46
2026-07-06 14:16:12,11.85,6.75,152.6,184.7,3.42
2026-07-06 14:16:13,12.15,6.91,148.5,185.4,3.49
2026-07-06 14:16:14,12.0,6.79,149.2,187.3,3.56
2026-07-06 14:16:15,12.09,7.12,150.5,182.8,3.51
2026-07-06 14:16:16,11.88,7.16,151.5,177.5,3.52
2026-07-06 14:16:17,12.06,6.97,150.6,186.2,3.44
2026-07-06 14:16:18,11.76,7.01,149.4,178.5,3.44
2026-07-06 14:16:19,12.12,6.9,152.3,188.1,3.46
2026-07-06 14:16:20,11.73,6.92,150.8,179.2,3.49
2026-07-06 14:16:21,12.16,6.95,152.3,188.1,3.56
2026-07-06 14:16:22,11.95,6.97,149.4,180.5,3.48
2026-07-06 14:16:23,11.89,6.97,149.0,181.5,3.5
2026-07-06 14:16:24,11.98,6.87,149.7,181.7,3.45
2026-07-06 14:16:25,11.86,7.0,148.4,179.9,3.54
2026-07-06 14:16:26,12.0,7.12,147.3,176.7,3.59
2026-07-06 14:16:27,11.7,7.03,151.2,175.1,3.5
2026-07-06 14:16:28,11.91,6.94,149.3,180.3,3.51
2026-07-06 14:16:29,11.96,7.19,151.6,179.7,3.43
2026-07-06 14:16:30,11.83,7.07,149.5,177.8,3.52
2026-07-06 14:16:31,12.01,6.83,149.9,187.5,3.51
2026-07-06 14:16:32,11.98,6.99,148.6,181.2,3.43
2026-07-06 14:16:33,11.91,7.08,149.5,178.5,3.5
2026-07-06 14:16:34,11.96,7.16,149.0,177.6,3.43
2026-07-06 14:16:35,11.98,7.05,148.8,178.9,3.53
2026-07-06 14:16:36,12.17,7.0,150.3,188.4,3.57
2026-07-06 14:16:37,12.23,7.11,149.9,185.0,3.46
2026-07-06 14:16:38,11.86,6.95,147.8,181.5,3.56
2026-07-06 14:16:39,11.89,6.96,150.2,180.9,3.56
2026-07-06 14:16:40,12.24,7.13,148.6,186.2,3.51
2026-07-06 14:16:41,12.18,6.84,149.1,188.5,3.42
2026-07-06 14:16:42,12.0,6.98,148.9,181.8,3.49
2026-07-06 14:16:43,12.06,6.88,151.2,184.5,3.53
2026-07-06 14:16:44,12.06,6.87,148.5,186.1,3.52
2026-07-06 14:16:45,12.26,7.08,150.2,185.6,3.56
2026-07-06 14:16:46,12.25,6.84,150.9,191.1,3.42
2026-07-06 14:16:47,12.02,6.89,149.8,182.3,3.56
2026-07-06 14:16:48,11.88,6.96,151.0,181.3,3.49
2026-07-06 14:16:49,12.17,6.97,150.7,186.9,3.53
2026-07-06 14:16:50,11.87,6.91,150.5,183.9,3.41
2026-07-06 14:16:51,11.7,7.11,149.4,175.6,3.52
2026-07-06 14:16:52,11.83,6.9,150.2,181.3,3.49
2026-07-06 14:16:53,11.87,7.13,151.7,177.7,3.5
2026-07-06 14:16:54,12.33,7.12,151.7,185.7,3.48
2026-07-06 14:16:55,11.92,7.03,148.4,181.0,3.52
2026-07-06 14:16:56,11.92,6.99,150.6,184.6,3.47
2026-07-06 14:16:57,11.93,7.01,149.1,180.4,3.56
2026-07-06 14:16:58,12.03,7.1,148.7,181.5,3.59
2026-07-06 14:16:59,11.91,7.03,150.6,180.7,3.48
2026-07-06 14:17:00,12.28,7.04,150.5,185.4,3.45
2026-07-06 14:17:01,12.24,6.9,150.9,189.0,3.59
2026-07-06 14:17:02,12.03,7.03,148.7,182.3,3.55
2026-07-06 14:17:03,11.88,7.16,149.2,179.1,3.54
2026-07-06 14:17:04,12.01,7.1,149.8,179.1,3.53
2026-07-06 14:17:05,11.83,6.93,149.1,181.0,3.52
2026-07-06 14:17:06,11.95,6.86,151.1,183.6,3.49
2026-07-06 14:17:07,12.16,7.14,148.9,180.5,3.49
2026-07-06 14:17:08,11.87,7.09,148.6,178.0,3.51
2026-07-06 14:17:09,12.01,6.88,149.7,184.3,3.41
2026-07-06 14:17:10,11.86,7.01,151.4,180.8,3.51
2026-07-06 14:17:11,11.93,7.07,150.1,180.2,3.56
2026-07-06 14:17:12,12.04,7.09,150.3,181.6,3.48
2026-07-06 14:17:13,11.92,6.91,148.6,181.4,3.46
2026-07-06 14:17:14,11.61,6.92,149.9,178.6,3.5
2026-07-06 14:17:15,12.05,7.04,149.6,181.6,3.51
2026-07-06 14:17:16,11.94,6.99,148.0,179.7,3.51
2026-07-06 14:17:17,11.77,6.88,149.8,181.7,3.52
2026-07-06 14:17:18,12.12,6.99,152.3,183.6,3.52
2026-07-06 14:17:19,11.98,7.01,150.8,184.5,3.57
2026-07-06 14:17:20,11.71,7.03,149.8,176.7,3.55
2026-07-06 14:17:21,12.1,6.97,149.2,187.7,3.49
2026-07-06 14:17:22,11.95,6.86,151.7,185.3,3.49
2026-07-06 14:17:23,12.34,7.05,151.9,188.7,3.51
2026-07-06 14:17:24,12.11,6.85,149.4,185.1,3.47
2026-07-06 14:17:25,11.86,6.97,150.2,180.8,3.42
2026-07-06 14:17:26,12.3,6.95,150.8,190.6,3.47
2026-07-06 14:17:27,12.17,7.06,151.4,184.4,3.52
2026-07-06 14:17:28,11.81,6.85,149.0,180.2,3.44
2026-07-06 14:17:29,12.04,7.05,150.8,183.8,3.46
2026-07-06 14:17:30,12.02,7.03,150.5,184.7,3.43
2026-07-06 14:17:31,12.18,6.94,150.6,188.6,3.55
2026-07-06 14:17:32,11.95,6.96,149.2,181.1,3.48
2026-07-06 14:17:33,12.16,7.1,150.1,184.3,3.55
2026-07-06 14:17:34,12.13,6.9,152.0,186.9,3.53
2026-07-06 14:17:35,12.34,7.11,148.7,183.0,3.49
2026-07-06 14:17:36,11.89,6.93,148.7,183.1,3.45
2026-07-06 14:17:37,11.99,7.15,149.9,181.5,3.5
2026-07-06 14:17:38,12.01,7.18,151.1,180.6,3.52
2026-07-06 14:17:39,11.87,7.09,148.8,177.6,3.56
2026-07-06 14:17:40,12.09,7.11,152.5,182.2,3.5
2026-07-06 14:17:41,12.13,7.15,148.4,181.0,3.51
2026-07-06 14:17:42,12.19,6.85,148.1,188.3,3.62
2026-07-06 14:17:43,11.71,7.12,148.4,174.9,3.46
2026-07-06 14:17:44,11.94,7.06,150.6,183.5,3.42
2026-07-06 14:17:45,11.92,7.15,147.5,177.7,3.47
2026-07-06 14:17:46,11.89,7.17,150.3,178.2,3.55
2026-07-06 14:17:47,12.08,6.88,150.2,184.7,3.58
2026-07-06 14:17:48,11.9,7.0,148.4,180.1,3.6
2026-07-06 14:17:49,11.95,7.03,150.9,182.8,3.55
2026-07-06 14:17:50,11.63,7.02,149.6,178.1,3.52
2026-07-06 14:17:51,11.9,6.95,148.9,180.6,3.47
2026-07-06 14:17:52,12.07,7.03,149.3,183.5,3.45
2026-07-06 14:17:53,11.61,6.96,151.7,176.2,3.5
2026-07-06 14:17:54,12.08,6.91,149.9,184.3,3.48
2026-07-06 14:17:55,11.91,6.98,150.6,179.3,3.53
2026-07-06 14:17:56,11.67,7.01,151.3,180.3,3.47
2026-07-06 14:17:57,11.95,7.0,148.2,182.3,3.5
2026-07-06 14:17:58,11.78,6.92,150.2,179.7,3.45
2026-07-06 14:17:59,12.2,6.99,152.6,189.0,3.51
2026-07-06 14:18:00,11.84,6.97,151.3,181.0,3.47
2026-07-06 14:18:01,11.99,6.88,150.9,183.0,3.43
2026-07-06 14:18:02,11.84,7.1,149.9,179.1,3.58
2026-07-06 14:18:03,12.11,7.08,149.4,180.8,3.5
2026-07-06 14:18:04,12.08,7.13,150.3,182.6,3.43
2026-07-06 14:18:05,12.15,6.96,149.9,185.8,3.57
2026-07-06 14:18:06,12.14,6.96,148.0,186.7,3.45
2026-07-06 14:18:07,11.91,7.02,152.2,183.1,3.55
2026-07-06 14:18:08,11.88,6.98,150.7,182.7,3.41
2026-07-06 14:18:09,12.11,7.07,151.5,181.7,3.54
2026-07-06 14:18:10,11.84,6.9,147.9,180.3,3.63
2026-07-06 14:18:11,12.25,7.12,149.9,185.2,3.47
2026-07-06 14:18:12,12.13,7.07,149.2,181.3,3.52
2026-07-06 14:18:13,11.89,7.18,151.3,180.4,3.53
2026-07-06 14:18:14,11.99,7.06,150.6,183.5,3.46
2026-07-06 14:18:15,12.35,6.84,149.1,188.4,3.47
2026-07-06 14:18:16,12.15,6.98,150.0,187.3,3.5
2026-07-06 14:18:17,11.99,6.81,150.7,184.5,3.4
2026-07-06 14:18:18,12.07,7.13,150.3,179.4,3.54
2026-07-06 14:18:19,11.87,7.0,149.1,181.4,3.47
2026-07-06 14:18:20,11.9,7.08,151.8,178.8,3.49
2026-07-06 14:18:21,12.17,6.98,151.1,184.2,3.49
2026-07-06 14:18:22,11.84,7.09,148.7,176.8,3.48
2026-07-06 14:18:23,11.94,6.97,148.4,183.3,3.53
2026-07-06 14:18:24,11.92,6.8,149.0,183.8,3.42
2026-07-06 14:18:25,11.96,7.05,147.5,181.7,3.61
2026-07-06 14:18:26,11.96,6.98,149.7,180.5,3.6
2026-07-06 14:18:27,11.86,7.11,148.6,177.1,3.43
2026-07-06 14:18:28,11.97,6.95,151.3,183.8,3.42
2026-07-06 14:18:29,12.05,7.18,148.9,180.0,3.63
2026-07-06 14:18:30,12.07,7.03,151.0,186.0,3.55
2026-07-06 14:18:31,12.18,6.84,149.7,187.5,3.58
2026-07-06 14:18:32,12.15,6.97,149.2,182.9,3.51
2026-07-06 14:18:33,12.22,7.04,149.8,183.8,3.49
2026-07-06 14:18:34,11.71,6.98,150.8,178.8,3.49
2026-07-06 14:18:35,11.47,6.93,150.7,175.9,3.45
2026-07-06 14:18:36,12.09,7.17,150.2,184.2,3.49
2026-07-06 14:18:37,12.01,6.84,152.5,185.0,3.47
2026-07-06 14:18:38,11.73,6.88,147.1,176.0,3.4
2026-07-06 14:18:39,12.15,6.9,149.7,186.9,3.46
2026-07-06 14:18:40,11.88,7.16,150.7,175.2,3.5
2026-07-06 14:18:41,12.0,7.04,148.4,181.6,3.6
2026-07-06 14:18:42,12.12,7.25,150.6,182.7,3.52
2026-07-06 14:18:43,11.93,7.12,149.9,177.8,3.43
2026-07-06 14:18:44,11.99,6.86,149.7,183.5,3.48
2026-07-06 14:18:45,12.05,6.95,150.6,183.0,3.58
2026-07-06 14:18:46,12.06,6.97,149.0,181.7,3.48
2026-07-06 14:18:47,12.31,7.13,152.0,185.7,3.57
2026-07-06 14:18:48,12.0,7.0,150.4,182.3,3.5
2026-07-06 14:18:49,12.0,7.03,150.8,184.9,3.52
2026-07-06 14:18:50,12.01,7.08,150.8,180.9,3.48
2026-07-06 14:18:51,12.13,6.94,152.2,185.3,3.57
2026-07-06 14:18:52,11.87,6.9,150.2,182.0,3.49
2026-07-06 14:18:53,12.06,6.95,150.7,185.2,3.54
2026-07-06 14:18:54,12.06,7.03,150.6,184.6,3.49
2026-07-06 14:18:55,12.05,6.87,149.8,184.1,3.51
2026-07-06 14:18:56,11.82,7.11,150.3,178.4,3.56
2026-07-06 14:18:57,11.94,6.99,152.2,182.7,3.46
2026-07-06 14:18:58,12.0,6.98,150.0,181.8,3.43
2026-07-06 14:18:59,12.0,7.05,149.9,179.4,3.52
2026-07-06 14:19:00,12.17,7.05,150.1,183.5,3.48
2026-07-06 14:19:01,12.1,6.85,149.8,187.6,3.56
2026-07-06 14:19:02,12.01,7.01,148.9,181.5,3.38
2026-07-06 14:19:03,12.13,7.1,150.7,181.9,3.45
2026-07-06 14:19:04,12.11,6.93,150.5,184.6,3.5
2026-07-06 14:19:05,12.13,6.88,150.1,187.8,3.48
2026-07-06 14:19:06,12.06,6.84,152.9,189.3,3.44
2026-07-06 14:19:07,11.97,7.09,149.6,181.1,3.48
2026-07-06 14:19:08,12.18,6.94,150.2,185.4,3.48
2026-07-06 14:19:09,11.95,7.0,150.3,178.6,3.57
2026-07-06 14:19:10,12.03,7.0,150.1,185.2,3.54
2026-07-06 14:19:11,11.99,7.02,149.6,181.1,3.56
2026-07-06 14:19:12,12.1,6.94,148.5,182.1,3.46
2026-07-06 14:19:13,12.01,7.04,151.1,183.3,3.52
2026-07-06 14:19:14,11.99,7.01,150.5,182.1,3.53
2026-07-06 14:19:15,12.1,6.85,150.9,189.0,3.56
2026-07-06 14:19:16,11.89,6.98,149.4,183.0,3.54
2026-07-06 14:19:17,11.85,6.88,150.6,178.0,3.48
2026-07-06 14:19:18,12.0,6.86,151.1,185.0,3.54
2026-07-06 14:19:19,11.94,7.02,149.8,181.9,3.42
2026-07-06 14:19:20,11.92,7.09,147.7,179.2,3.4
2026-07-06 14:19:21,11.96,7.03,150.1,179.2,3.52
2026-07-06 14:19:22,12.0,7.01,151.5,186.2,3.49
2026-07-06 14:19:23,12.05,6.86,149.4,188.1,3.43
2026-07-06 14:19:24,11.85,6.96,150.4,180.6,3.54
2026-07-06 14:19:25,11.92,7.01,153.1,182.4,3.58
2026-07-06 14:19:26,12.0,6.88,148.5,182.3,3.48
2026-07-06 14:19:27,11.83,7.0,149.5,182.6,3.41
2026-07-06 14:19:28,11.91,6.98,149.3,181.3,3.5
2026-07-06 14:19:29,12.3,6.9,150.7,189.1,3.52
2026-07-06 14:19:30,11.91,7.04,151.3,178.9,3.4
2026-07-06 14:19:31,11.77,7.06,151.0,181.4,3.61
2026-07-06 14:19:32,11.78,6.85,149.5,180.0,3.46
2026-07-06 14:19:33,11.87,7.15,149.3,177.6,3.44
2026-07-06 14:19:34,12.18,6.94,150.8,185.9,3.64
2026-07-06 14:19:35,12.08,7.04,153.2,186.7,3.48
2026-07-06 14:19:36,11.98,6.95,151.7,184.3,3.45
2026-07-06 14:19:37,11.98,7.01,150.4,184.8,3.44
2026-07-06 14:19:38,12.17,6.83,149.6,189.6,3.58
2026-07-06 14:19:39,11.89,6.87,148.7,182.7,3.42
2026-07-06 14:19:40,12.29,6.85,150.0,189.1,3.42
2026-07-06 14:19:41,11.96,6.89,148.6,185.6,3.41
2026-07-06 14:19:42,12.13,7.04,149.0,184.0,3.55
2026-07-06 14:19:43,11.99,7.0,151.3,180.3,3.5
2026-07-06 14:19:44,12.02,6.91,148.9,182.9,3.45
2026-07-06 14:19:45,11.89,6.95,150.0,181.4,3.47
2026-07-06 14:19:46,11.8,7.18,149.9,176.3,3.45
2026-07-06 14:19:47,12.02,7.01,148.5,182.9,3.5
2026-07-06 14:19:48,11.84,6.95,148.4,181.7,3.49
2026-07-06 14:19:49,12.13,7.08,149.8,183.1,3.46
2026-07-06 14:19:50,11.92,7.14,150.0,179.4,3.52
2026-07-06 14:19:51,12.0,7.05,148.9,179.3,3.55
2026-07-06 14:19:52,12.02,7.04,150.9,180.1,3.54
2026-07-06 14:19:53,12.25,6.92,147.7,187.2,3.46
2026-07-06 14:19:54,12.11,6.93,148.8,185.2,3.44
2026-07-06 14:19:55,11.91,7.0,149.2,184.3,3.44
2026-07-06 14:19:56,12.09,6.95,151.2,185.6,3.5
2026-07-06 14:19:57,12.07,7.0,151.6,185.5,3.54
2026-07-06 14:19:58,12.01,7.01,148.2,181.4,3.49
2026-07-06 14:19:59,11.95,7.02,149.8,181.7,3.56
2026-07-06 14:20:00,11.87,7.0,149.2,179.4,3.47
2026-07-06 14:20:01,11.92,7.11,151.4,180.7,3.55
2026-07-06 14:20:02,12.08,7.06,151.0,186.4,3.46
2026-07-06 14:20:03,11.86,6.99,149.0,179.8,3.47
2026-07-06 14:20:04,11.67,6.99,148.0,177.4,3.48
2026-07-06 14:20:05,11.94,6.9,147.6,181.2,3.48
2026-07-06 14:20:06,11.63,7.04,149.5,174.8,3.46
2026-07-06 14:20:07,12.29,7.12,149.6,182.4,3.42
2026-07-06 14:20:08,11.88,6.97,151.2,180.1,3.51
2026-07-06 14:20:09,11.74,6.96,149.6,176.9,3.58
2026-07-06 14:20:10,12.16,7.06,152.3,184.5,3.57
2026-07-06 14:20:11,11.72,7.08,149.9,176.8,3.42
2026-07-06 14:20:12,12.0,7.19,150.1,182.0,3.56
2026-07-06 14:20:13,12.13,7.09,151.1,184.1,3.53
2026-07-06 14:20:14,11.91,7.0,148.9,180.0,3.45
2026-07-06 14:20:15,12.36,6.92,149.6,188.9,3.61
2026-07-06 14:20:16,11.89,7.11,149.8,178.3,3.51
2026-07-06 14:20:17,11.98,7.08,150.8,181.1,3.56
2026-07-06 14:20:18,11.89,7.03,150.6,182.1,3.52
2026-07-06 14:20:19,12.09,6.88,150.2,187.0,3.49
2026-07-06 14:20:20,11.99,7.05,150.4,183.3,3.41
2026-07-06 14:20:21,11.93,6.91,152.0,186.0,3.51
2026-07-06 14:20:22,12.14,7.14,151.9,180.8,3.51
2026-07-06 14:20:23,12.03,7.06,150.1,183.5,3.43
2026-07-06 14:20:24,11.92,7.14,149.9,178.9,3.53
2026-07-06 14:20:25,12.16,6.91,152.5,187.2,3.47
2026-07-06 14:20:26,11.57,7.1,149.0,173.4,3.44
2026-07-06 14:20:27,12.07,7.16,149.0,182.3,3.51
2026-07-06 14:20:28,12.09,6.92,148.9,183.8,3.55
2026-07-06 14:20:29,12.38,6.92,150.5,190.9,3.45
2026-07-06 14:20:30,12.26,6.86,150.3,189.0,3.53
2026-07-06 14:20:31,12.16,7.02,149.5,182.0,3.48
2026-07-06 14:20:32,12.18,6.88,149.1,187.2,3.47
2026-07-06 14:20:33,11.97,7.07,150.5,184.7,3.49
2026-07-06 14:20:34,12.19,7.01,149.8,185.7,3.51
2026-07-06 14:20:35,11.95,7.15,149.3,177.4,3.49
2026-07-06 14:20:36,11.89,6.93,151.4,178.7,3.53
2026-07-06 14:20:37,11.94,6.96,150.4,183.5,3.51
2026-07-06 14:20:38,12.22,6.81,147.8,187.4,3.54
2026-07-06 14:20:39,11.91,6.85,150.2,186.3,3.6
2026-07-06 14:20:40,12.45,6.98,150.0,190.6,3.59
2026-07-06 14:20:41,12.03,6.82,149.8,186.7,3.53
2026-07-06 14:20:42,11.98,7.02,148.9,180.9,3.56
2026-07-06 14:20:43,12.2,7.05,148.2,186.6,3.48
2026-07-06 14:20:44,11.99,7.11,150.5,180.4,3.54
2026-07-06 14:20:45,11.91,6.93,149.8,183.0,3.47
2026-07-06 14:20:46,11.79,7.2,150.8,175.8,3.47
2026-07-06 14:20:47,11.83,7.06,149.0,177.2,3.48
2026-07-06 14:20:48,11.89,7.16,150.5,176.7,3.67
2026-07-06 14:20:49,12.01,6.81,150.6,187.8,3.41
2026-07-06 14:20:50,11.93,6.9,149.6,182.2,3.51
2026-07-06 14:20:51,11.96,6.97,149.9,180.3,3.49
2026-07-06 14:20:52,11.97,7.15,150.1,182.0,3.54
2026-07-06 14:20:53,11.84,6.88,148.5,182.0,3.44
2026-07-06 14:20:54,11.68,7.05,151.3,178.8,3.55
2026-07-06 14:20:55,11.84,7.2,148.8,175.7,3.48
2026-07-06 14:20:56,11.89,7.08,147.1,176.7,3.48
2026-07-06 14:20:57,12.09,6.95,151.3,188.6,3.6
2026-07-06 14:20:58,12.09,6.91,149.3,186.1,3.45
2026-07-06 14:20:59,11.76,6.93,150.8,181.4,3.53
2026-07-06 14:21:00,11.79,7.16,147.6,177.0,3.46
2026-07-06 14:21:01,12.12,7.12,151.1,183.1,3.58
2026-07-06 14:21:02,11.83,7.06,150.4,178.4,3.57
2026-07-06 14:21:03,12.12,7.11,152.3,183.9,3.53
